 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2000/Fev";"2000/Nov";"2003/Jan";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230120 Aracoiaba";-;-;-;-;-;-;-;-;-;-;919,53;12856,85;77629,82;76868,50;74981,96;75888,40;80070,99;83897,61;87888,06;82266,50;84761,99;77001,06;77339,35;72271,10;79140,55;67052,27;83680,28;76998,79;82046,42;93033,21;91249,97;94899,48;91550,26;85013,32;71854,33;62878,50;76567,89;57532,96;80439,06;87393,53;77245,93;76987,09;88657,71;95748,91;76287,33;82086,27;87329,76;76507,73;80930,29;81226,23;76632,05;83334,18;97702,15;83804,14;83344,59;84008,88;74560,41;75647,74;79398,69;77366,43;80940,10;84352,56;81386,86;83489,12;98739,22;71214,61;86810,41;102658,11;91335,97;79754,43;80758,42;69249,20;80304,88;78645,92;82852,73;71072,41;81711,96;59257,15;68175,13;60546,00;97875,78;74036,41;75760,64;86855,63;78677,16;70677,40;78221,25;91025,23;81458,56;76638,04;79276,45;75070,05;83124,83;86965,56;67353,44;68605,86;59533,04;31190,18;41879,41;53553,15;60059,43;50588,99;56747,69;65751,68;73247,62;63114,87;74024,80;78634,06;56824,04;64795,23;83605,82;76768,27;68595,26;68693,93;58395,04;71847,96;50526,33;56691,99;62127,97;47564,94;59161,37;59968,49;89152,10;76315,16;79534,54;73966,26;61018,10;62798,61;47640,28;69687,04;61040,81;62473,24;66490,17;66372,11;68192,26;79771,14;89004,83;80621,79;81905,66;90925,68;69057,26;87584,11;92388,38;84291,31;94268,90;78436,43;100307,69;87382,31;70880,45;85141,48;76177,51;64073,31;81557,49;65221,03;51809,54;71259,82;69572,79;74525,36;74012,29;50113,97;57904,42;55561,80;57787,96;45866,73;-;-;-;-;-;-;-;11395640,21
"230125 Ararendá";-;-;-;-;-;-;-;-;-;-;476,87;842,18;10161,84;6296,34;9925,83;13727,71;12279,47;6102,20;5693,26;7171,13;3680,53;3941,93;2901,79;2330,23;2817,78;7342,05;16102,62;14656,99;29066,73;16968,36;6352,98;4758,38;3095,98;3232,31;1190,81;6961,93;5370,23;5826,86;3069,84;8256,29;7310,97;7068,04;8589,03;6305,36;5830,33;6265,39;6958,85;8089,30;5422,18;4526,00;6800,67;10520,37;10202,94;5993,06;865,91;4466,63;3541,38;5177,46;8637,18;2854,80;-;6394,70;9479,59;-;11810,76;-;-;510,73;518,73;902,80;590,42;665,80;13545,57;14905,89;21327,48;21135,06;13820,02;13672,09;16744,10;8567,61;10893,85;6848,04;6323,21;9333,40;8132,15;8374,63;6312,91;9257,82;7504,73;6962,22;5016,29;5966,85;2140,19;5367,76;4171,88;3716,17;2674,04;2985,66;6942,20;2507,65;4132,58;-;3590,16;1632,24;725,01;1758,19;784,30;1361,10;2112,34;5529,55;4636,49;4208,52;5834,42;4182,19;2232,67;1927,46;2595,39;3617,84;1120,82;1514,99;3856,26;2502,43;4622,87;6347,45;4669,35;1191,66;3085,02;3615,80;3134,76;2224,50;491,19;2168,12;1342,44;2518,81;3554,02;7769,34;1180,84;3471,40;300,62;4698,55;7023,49;3333,69;4757,39;3027,75;8088,68;5065,28;8213,64;16945,03;17589,43;10226,64;6346,50;11478,99;4802,90;11304,63;2383,04;4447,35;2405,12;8948,77;-;1052,64;1847,94;1659,65;2451,87;98,46;1189,16;8342,66;487,78;104,44;1718,22;-;-;893633,13
"230130 Araripe";-;-;-;-;-;-;-;-;-;-;6837,91;21910,81;31028,28;26921,90;40422,26;40055,78;31243,16;30303,59;29411,53;38105,11;44348,94;53167,19;26881,58;31093,27;28952,62;41596,93;54978,10;54449,95;37747,62;45675,90;25784,14;39985,11;44335,88;42855,34;32268,71;30832,25;49080,83;39064,73;38790,06;41452,62;50328,85;44366,55;28950,63;34667,13;37691,29;38561,76;34854,36;26812,79;29061,83;29149,87;45367,25;39542,20;39189,25;32883,18;29744,11;35995,80;29755,45;22338,13;24867,78;32071,33;28819,23;20407,52;27417,59;30472,88;29595,67;22580,46;30670,08;26940,84;32524,83;25830,79;21625,02;25950,70;25188,24;26821,90;25442,28;26006,20;29692,58;23854,82;25319,72;21329,11;18782,09;23306,43;17486,34;19030,16;21247,07;21815,67;26333,54;26248,54;24307,20;24829,01;18883,41;22279,42;19970,99;20273,52;14837,05;13718,46;13319,55;11946,26;17173,82;25321,85;25196,07;17178,84;6671,70;13079,79;19861,88;14719,78;10362,41;12697,67;21489,31;8938,77;11956,02;23226,70;21920,57;19344,63;16033,24;12481,61;11020,87;14075,04;14414,92;13016,99;9936,24;19181,16;22064,06;14340,72;16228,07;15414,09;8922,02;17590,61;19504,31;20854,17;15604,56;17975,84;12444,54;13423,03;19323,73;22109,23;25052,09;12518,95;10643,79;11052,53;15169,84;11220,21;11068,82;7017,65;17083,26;13265,54;22380,90;15951,67;20140,90;10580,32;13047,28;7980,08;16823,41;12487,00;8776,09;9392,02;13499,61;13702,01;21820,63;13644,96;13306,92;8633,38;10296,21;13524,78;8719,02;11023,74;13507,39;13671,55;23052,65;25614,55;3892,13;3765547,55
"230140 Aratuba";-;-;-;-;-;-;-;-;-;-;-;1442,19;6889,21;4804,45;6650,06;7619,39;10625,51;11406,78;3533,01;6389,52;6866,98;3568,71;2434,57;2928,87;3108,68;6774,69;7098,59;16292,22;12522,80;6859,52;8572,94;8464,33;8796,74;9202,92;7279,37;8037,30;8832,49;9777,99;5892,41;8907,09;5949,22;7262,04;6109,80;3971,43;9486,95;5227,54;5957,00;5589,65;3481,28;9274,93;5234,76;7724,79;4746,84;2399,51;4305,72;4076,22;4850,11;5254,86;3312,91;3634,16;8213,89;3034,50;3385,60;5271,85;4485,48;5458,85;6930,08;5300,60;7022,19;4420,31;6782,80;3334,05;1420,44;3107,91;3740,51;3175,22;6164,95;2885,75;970,59;2946,15;2915,38;3671,61;2239,13;1201,32;2170,70;2220,86;1011,04;3470,44;2125,53;1231,02;3176,30;1417,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2217,00;443,40;1064,71;1747,26;3600,62;3938,57;1924,32;3080,28;3136,42;4510,98;2811,69;1608,24;1968,93;6227,04;2552,28;4538,12;5404,39;2528,49;9274,94;7296,55;3926,02;1587,48;5375,10;6562,74;5067,70;3058,23;2689,61;2085,80;5757,99;5095,77;5951,28;3703,16;1839,54;2103,88;4249,72;4024,98;3368,35;3982,56;5630,81;9858,86;4303,02;1462,45;4708,68;3088,58;4054,55;3856,16;3260,38;2669,09;2404,20;1487,74;-;-;-;621420,52
"230150 Arneiroz";-;-;-;-;-;-;-;-;-;-;706,50;3684,32;18914,91;19972,46;24749,94;36863,16;9401,31;7967,07;7014,62;6470,21;7951,36;6499,07;5552,42;-;10681,12;7176,08;8565,26;9138,48;11117,90;10079,69;10062,56;12971,56;2528,63;15528,11;6517,59;7982,97;8269,53;3775,38;12909,24;6252,18;6224,49;3666,74;2935,95;6937,67;3008,88;3179,91;11317,56;6030,93;13084,88;5611,08;8824,01;8322,62;5711,29;8218,82;7403,36;8102,55;10786,76;7673,98;4867,09;5233,33;6116,71;2586,91;12291,73;7978,70;10819,37;9753,19;4892,42;8608,44;13512,75;9263,78;12333,29;5312,12;6784,22;7488,61;8066,01;13795,71;6928,77;11857,24;4587,10;6677,63;15688,75;8018,33;3181,28;11665,94;7606,91;7098,13;5586,73;4623,27;4627,74;9432,72;9219,58;4166,41;7653,79;8113,55;2924,00;9909,03;2526,99;3680,37;8304,81;8234,22;3213,33;4452,75;5255,42;8758,38;5213,23;3625,30;1463,64;582,42;1283,28;2217,26;2571,27;-;-;-;-;-;-;-;-;-;250,68;218,68;567,44;186,06;535,25;443,40;-;186,06;-;582,42;174,45;582,42;292,50;324,90;865,91;2851,63;1910,36;2592,08;2928,69;1951,88;463,21;1505,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;806412,71
"230160 Assaré";-;-;-;-;-;-;-;-;-;-;1114,50;13504,92;19042,59;27656,01;25574,73;23058,85;7353,61;15181,92;10862,25;17976,99;22327,96;19692,93;14592,99;21452,62;21213,69;15693,82;32047,12;17945,38;15225,66;25007,24;14766,67;13061,69;17929,56;13106,26;12791,39;15967,37;14271,16;10559,21;18182,86;16269,09;12648,21;16188,75;12268,84;15039,97;6691,57;7702,37;13553,59;10490,48;10607,30;18789,26;16401,54;18553,58;21501,47;10751,49;13018,61;13969,99;15937,34;13578,25;12834,26;10570,58;17310,70;7887,30;18478,67;21875,41;21766,18;14903,31;15178,38;12242,60;5666,09;10037,65;7230,47;7244,04;13312,29;31630,02;19566,99;33308,46;26328,63;16296,49;16928,60;22784,95;21903,17;14763,15;21307,48;15792,62;14065,13;16403,48;21621,10;10243,01;21614,39;14640,76;13263,01;14636,68;7555,29;7649,15;8406,49;10126,35;6858,41;9001,00;10153,20;20576,49;14090,79;8859,22;13153,22;13154,95;7085,88;13258,25;8685,37;7346,00;9970,57;15098,61;19775,25;22758,72;16414,40;17678,25;13122,82;10560,72;13929,55;6825,22;3442,36;3346,22;9327,72;14463,87;19348,55;18089,17;14260,46;13444,64;11287,90;10163,11;11460,35;14326,51;15539,70;15818,78;16900,71;15207,86;18527,79;22009,88;14265,83;15457,44;13188,23;10749,89;7934,35;8913,46;11506,68;10751,10;10206,56;11864,33;11296,49;16028,75;16685,70;15246,41;16456,40;13998,57;14642,40;10660,36;11900,30;17198,86;7459,46;13306,40;18024,26;7744,05;11446,94;11451,88;12097,02;17651,47;11669,12;10653,43;22014,07;14222,21;7459,19;5663,84;-;2313634,90
"230170 Aurora";-;-;-;-;-;-;-;-;-;2113,95;2420,36;9192,06;67309,26;77597,09;75729,32;65862,10;69193,36;60497,91;65260,56;65518,48;70692,23;74033,77;76156,83;69424,57;81556,89;75091,44;96961,81;84388,37;73531,74;82729,72;60975,09;68390,81;67698,78;64018,45;66785,43;62383,14;65601,33;66533,20;68764,02;67914,14;65906,96;67378,19;69840,70;78928,31;75220,26;67865,75;67061,42;69251,24;76452,53;79847,68;75149,19;73329,66;64627,35;66867,33;66781,99;78159,40;66339,16;77657,30;73949,68;69753,32;72185,66;74095,32;89698,13;82033,95;76944,57;64878,75;66422,87;71758,23;69764,24;83738,49;79063,86;75417,74;68956,64;67334,25;72238,88;66945,64;70299,12;50066,80;58886,51;57192,31;58214,96;55811,30;65457,21;61733,30;73407,69;60393,45;56249,66;66021,35;68985,95;61314,24;66903,37;68058,17;56580,13;57281,65;58448,41;49011,01;39673,63;58455,77;65106,35;61799,25;49849,07;45599,98;62762,21;56578,14;61947,56;44477,15;51592,01;45865,70;60425,93;67083,80;61255,00;52278,07;47489,05;51372,45;51279,76;50216,81;56269,90;46945,19;46060,57;49546,87;52959,49;62402,70;70310,24;51899,09;52794,45;50311,16;45568,92;57556,44;41985,97;56052,59;47725,30;41229,44;62054,44;50793,99;54911,29;65514,60;85227,45;53925,29;56356,31;65983,26;55345,08;74453,42;71898,89;66537,92;83017,88;60714,07;64181,24;79852,21;104615,26;80822,97;78460,56;84128,86;94728,50;102221,72;84830,02;76260,83;80498,93;97665,97;75961,96;56302,70;61246,52;69283,42;69729,19;62752,61;77505,83;83883,77;77602,67;88351,32;59544,49;55092,42;79097,95;10602569,26
"230180 Baixio";-;-;-;-;-;-;-;-;-;-;436,74;1698,70;19065,96;23070,21;30784,67;21170,12;19065,70;14683,77;13392,11;13779,50;12843,63;15896,43;17628,66;13683,12;25410,01;24185,43;47248,24;20541,99;10688,63;10191,59;13007,65;24877,37;7274,33;13885,63;21116,63;18367,94;21366,28;17916,72;16578,46;13182,46;21523,20;14718,66;6656,49;-;1635,94;13113,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3422,31;3460,82;324,90;2373,33;1708,87;3689,93;4416,87;5086,64;5865,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359,92;1985,32;204,50;-;837,67;1111,82;4678,23;5586,25;3385,97;2854,69;1991,41;1434,22;1286,95;3620,97;-;-;750,46;-;2819,62;204,50;2370,24;3808,21;5196,69;2407,04;2963,25;1475,14;2644,21;321,68;1786,01;1491,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;668611,61
"230185 Banabuiú";-;-;-;-;-;-;-;-;-;554,69;694,50;4357,34;4701,30;10436,40;9506,24;9834,98;7644,09;10936,56;9240,30;8207,71;6381,97;8179,69;9062,98;5954,04;9793,72;11056,86;8017,14;9235,60;7070,96;7294,79;8233,25;12816,67;9003,30;4760,94;6659,11;6334,72;6707,91;4621,50;5230,76;6338,52;9585,56;7769,84;9855,46;9897,11;5186,36;10183,67;8587,62;4773,19;4884,82;2953,43;9351,13;6456,08;7672,36;5036,88;5701,45;2930,87;9042,33;4894,32;7263,62;3120,36;5626,52;3164,04;2692,42;2700,06;2310,25;5168,81;1773,62;2865,95;1903,16;1104,82;4066,84;2847,98;2816,64;2871,42;3566,32;4913,32;2784,54;3248,22;4911,10;3344,91;2138,22;4471,46;3459,72;1843,32;2787,74;2044,52;894,80;1414,10;2457,74;3159,80;1805,60;1833,39;324,62;2694,32;1107,30;2285,24;1107,30;1969,02;1646,82;1552,04;4878,95;4316,88;4661,50;4315,13;4496,02;2972,69;1793,84;2922,24;2440,14;2257,00;1632,78;3701,10;2257,00;2093,02;1632,78;962,70;1350,44;1218,90;451,40;940,46;5420,40;9707,93;11055,28;11906,63;14633,50;3806,52;8489,24;5558,51;8156,62;7929,32;6098,12;10710,81;9031,65;7483,09;6553,60;9052,81;8775,92;5540,93;10850,46;7222,89;8670,24;10765,68;6452,64;10269,57;9133,45;8417,55;9632,63;8865,14;10748,85;8107,57;5423,11;7848,02;7362,80;7484,49;6629,15;8883,37;10365,35;7201,69;10593,42;5201,43;5910,33;5286,20;5136,15;6745,83;9736,43;3607,68;7359,03;9527,68;7263,81;15466,60;8476,83;941544,93
"230190 Barbalha";-;-;-;-;-;-;706,89;41326,91;85506,42;174436,71;405136,72;617571,40;1182834,00;1292636,08;1224463,74;1309774,73;1132627,30;1168652,71;1399912,38;1355755,64;1449531,61;1526873,27;1567600,11;1562740,97;1611214,42;1442916,51;1593584,76;1551929,79;1507573,99;1639335,82;1542166,47;1616522,39;1612392,10;1653457,41;1417178,78;1488304,65;1448151,27;1456913,14;1578053,46;1619507,87;1678584,54;1577547,18;1714232,43;1575047,18;1589682,13;1560156,20;1568557,26;1633803,66;1639999,93;1546694,28;1779319,85;1607571,55;1550972,71;1519475,70;1706104,04;1627390,17;1700940,21;1686708,37;1575575,17;1551575,61;1686467,25;1305173,55;1792070,46;1681189,95;1827202,02;1553127,71;1618467,76;1840285,09;1653422,72;1652493,42;1559919,99;1376883,66;1566125,24;1378655,02;1743058,56;1604199,78;1704383,32;1637784,70;1795539,84;1658988,39;1715808,72;1885990,89;1585454,71;1350313,77;1632735,22;1568251,05;1583279,04;1842444,13;1915366,59;1692691,72;2044215,83;1944050,09;1855353,72;1950396,24;1880856,24;1445749,83;1525367,03;1885860,70;1838705,59;1931902,96;1630617,33;1716849,83;1925285,34;1800238,14;1827392,65;2318328,34;1870009,76;1608256,04;1913633,75;1528570,26;2162780,58;1961672,90;2277203,73;2151987,76;2068872,81;2083159,97;1878235,36;2004765,65;1998040,11;1687225,72;1839400,34;1779626,94;2045719,42;1683412,32;2078977,08;1965687,33;1930810,95;2410585,70;2080246,23;2164376,55;2039373,12;1988142,61;1994259,88;1822901,85;2066969,87;2280698,78;2081310,36;1965824,57;2126024,09;2270278,51;1974831,78;2338893,57;2047583,06;2070041,95;2066944,70;2016703,41;2337431,76;2131834,54;2417357,84;2097031,04;2419578,70;2346750,85;2428383,90;2459696,17;2107761,38;1940054,59;2283772,38;2070763,92;2034786,41;1878345,99;1813153,05;2189912,02;2495074,56;2064367,18;1600010,14;1482369,86;1318511,82;813995,78;372616,28;-;-;279023772,25
"230195 Barreira";-;-;-;-;-;-;-;-;523,20;1082,31;875,65;3457,48;3588,29;3090,64;6359,94;4493,84;6750,38;2007,33;2953,02;1653,44;2410,20;2141,77;4109,31;1446,50;7993,59;2316,82;5140,76;6845,45;5771,66;7525,43;5787,29;3036,73;7155,99;2328,28;4222,14;5649,04;2987,72;2003,92;5665,63;4160,98;3270,67;4325,45;2270,04;3262,00;2228,93;4044,85;2777,10;3909,06;3061,65;4134,39;7635,23;4491,64;2147,07;5925,94;4653,33;1920,67;2229,55;3406,68;919,22;1869,42;2033,16;1284,04;2098,15;1505,89;4274,99;526,18;2922,99;721,84;2824,10;1153,88;4508,42;1121,75;1747,26;4577,92;804,09;2745,18;3404,87;4705,86;4005,28;1586,61;2208,69;331,54;2484,10;998,81;1025,82;1463,80;2036,57;2218,05;2657,40;4437,98;1646,85;1354,23;324,90;1717,93;1307,08;857,05;991,42;653,42;5057,68;5200,12;3076,77;5424,89;1259,76;4531,60;1756,88;3103,81;1458,74;2251,14;3084,49;5904,74;2899,82;7129,36;9957,78;5613,23;4796,30;3523,41;4007,25;4687,86;2984,45;2414,30;3812,63;2901,62;7646,68;5278,65;7650,14;2865,80;3103,32;1374,16;4238,65;-;2459,58;5712,12;3263,24;3302,85;3061,22;2071,76;5700,69;2686,46;7014,47;3246,11;5810,02;3630,42;4533,82;4151,22;2141,04;4864,77;3408,38;1846,12;2811,69;4315,19;5599,82;4069,82;3815,55;1983,64;1924,60;2385,13;1085,56;3853,76;1904,07;2384,31;25654,17;7607,63;2586,67;2217,60;2224,63;3654,13;2994,81;250,43;1780,01;7829,98;37500,00;599619,24
"230200 Barro";-;-;-;-;-;-;-;-;-;-;-;6085,55;19303,70;19525,20;20520,60;20166,44;17028,29;16062,23;20677,73;13264,49;17240,07;17232,34;18822,50;16199,25;18361,14;18606,53;20889,82;15866,19;16391,12;20145,81;17033,88;17792,13;17711,94;15035,52;10833,52;19004,88;16850,19;21080,05;16525,13;20793,83;14066,86;13726,16;13391,33;14736,96;18633,69;16951,37;21930,20;24221,02;21201,10;22244,48;20201,47;20871,63;18991,67;20382,59;16021,69;19010,60;20667,29;20584,00;18315,96;18788,82;21390,33;17019,29;17051,58;21129,26;20369,99;13238,42;17977,45;17700,08;16456,10;22394,02;15596,54;11272,58;17993,08;22673,71;23878,77;27352,12;19891,31;16186,54;16442,51;15804,54;12498,95;18649,31;12001,42;14193,45;18971,12;18476,38;16896,53;16189,60;21279,38;18293,95;19001,74;20177,93;16744,13;15143,13;12625,63;14685,95;15153,85;13488,93;19510,26;22207,14;16885,93;14055,07;17481,64;12864,27;8963,06;17164,41;8228,05;6482,14;6113,32;12299,62;12191,53;13157,24;18405,76;13123,05;7496,34;7412,61;8956,68;13715,86;11138,89;6213,81;8637,46;12983,67;26480,50;9484,30;10722,22;8678,86;10133,16;9113,80;12280,98;10344,03;7713,99;10323,27;11904,71;5224,14;9624,97;7317,40;4660,22;8096,45;2713,09;7253,83;6891,98;7470,74;6555,29;3098,81;3368,10;3232,70;5735,87;6718,93;9851,96;1879,56;5182,56;5958,17;6841,66;6310,48;4982,26;4966,90;5116,59;2316,81;2055,88;1117,61;2246,68;3351,72;19456,95;2871,81;9272,58;12849,60;6119,82;6926,65;6871,63;5082,42;9145,18;2197884,19
"230210 Baturité";-;-;-;-;-;-;2949,56;51548,11;31483,76;40600,59;90038,87;102376,63;17636,09;104511,73;111774,69;133174,17;135529,99;129913,62;110461,65;94034,07;96793,05;112029,54;108460,94;119843,52;114125,36;105570,71;126493,55;80436,74;49239,20;105570,45;98777,13;102240,08;84744,81;100177,35;100646,12;115687,72;94865,67;72283,80;78814,23;115354,13;112094,52;104580,79;105213,77;100597,04;106208,73;105010,43;108147,50;102082,88;104797,07;94318,56;129556,58;129495,84;71039,80;90130,80;65634,13;76473,51;62115,63;47434,14;58198,69;76234,47;65938,31;36246,35;42466,11;28592,70;31899,27;42103,05;50042,16;46171,50;78622,83;63196,60;72846,34;30641,41;27719,51;34667,08;71866,07;69106,50;78062,12;68321,78;70955,15;77856,01;85930,98;77302,87;85119,15;74240,21;83625,36;61492,84;95727,76;100000,70;126774,27;118016,19;129952,09;124766,12;122142,25;123895,09;105190,49;105705,89;104198,00;97106,58;106410,20;105113,28;121459,89;104835,28;114952,61;109083,39;110599,66;114464,50;99899,98;105880,41;97146,91;101772,87;100814,52;106487,28;101267,57;122214,31;111786,48;118136,50;99700,23;80348,00;93940,09;85468,38;97788,19;86851,07;104352,97;98810,79;99057,71;104609,14;91381,43;101200,60;103249,76;98533,33;98804,29;82541,55;87795,29;98348,77;110342,62;122854,39;108231,97;101250,68;115266,55;115282,28;109485,40;100827,45;96665,21;89184,99;98490,17;100119,95;114346,67;97779,36;89621,05;83392,12;97220,69;92865,36;85773,36;74869,37;77086,06;59518,69;82826,07;82145,75;83173,29;86900,06;77229,93;75786,53;86644,99;65294,72;80776,36;79195,16;68428,37;58970,76;61277,22;69065,80;100592,96;14859949,79
"230220 Beberibe";-;-;-;-;-;-;-;171,07;-;246,67;2028,70;6370,53;55574,54;50125,48;55031,89;59481,40;70873,32;48038,11;57301,59;47653,93;46561,09;48487,61;53103,95;55373,95;53588,06;39759,59;65051,98;48110,90;51023,80;53239,21;70514,35;53920,59;66381,01;65934,78;36504,51;31167,14;36349,97;34405,68;30940,49;25099,70;30786,85;20186,80;24119,17;20284,69;17352,37;11882,62;17512,23;16178,58;25665,96;23677,68;28797,51;24984,10;28874,88;16708,24;17473,26;18766,83;16825,77;20946,36;13451,50;13372,18;16071,40;14865,16;16178,10;16446,72;11608,42;7652,97;8587,54;14876,15;14102,79;10808,50;13826,75;14455,22;33684,52;36734,93;47313,80;54703,18;19680,93;46225,42;37926,39;43337,49;45932,73;32713,47;32619,72;29147,75;22828,93;18787,23;33924,26;24954,63;31532,97;34215,57;29144,03;36777,77;37559,34;42879,38;27886,71;2950,13;26001,21;21026,95;41090,19;34739,60;32850,09;37450,35;29362,08;39428,99;42760,64;36977,91;36576,83;18760,04;37134,93;41177,90;46688,76;32564,58;47181,70;38614,12;46502,00;46053,87;32917,68;33409,17;27880,36;20423,14;22159,27;17134,46;29047,13;20731,68;3298,37;4664,25;9671,28;6770,84;5170,19;3899,02;5422,31;-;1869,15;12586,28;12526,69;21917,36;20641,51;12058,16;14901,89;10865,81;13351,76;11141,94;9266,98;14892,89;13669,27;25088,60;20152,62;24929,32;21326,28;20231,95;25315,93;23327,81;17443,17;19928,17;28089,64;21005,08;26192,00;24860,01;21102,30;22498,23;50395,26;29580,44;29675,11;14080,09;20838,67;15555,51;13227,23;5762,70;27747,73;24883,90;-;4507673,50
"230230 Bela Cruz";-;-;-;-;-;-;-;-;-;177,20;-;3183,52;31592,14;36148,55;27094,28;30932,42;35113,99;23276,04;33189,96;20189,31;23103,02;20074,35;23315,21;13750,18;14587,78;22336,48;29438,70;34014,23;31296,59;28367,32;36437,27;26522,93;27730,07;24055,07;18996,94;15976,20;13013,35;26498,54;25023,49;24687,88;26819,19;22167,86;24646,33;23633,67;24329,25;25764,66;24574,43;14821,93;22036,20;24391,23;37699,67;29024,36;36796,09;21342,52;28321,62;16773,42;24127,17;13694,42;13685,99;9783,30;12522,57;14416,14;24160,38;17697,44;24398,57;9088,21;8722,98;15884,71;16052,22;15376,44;8650,50;4740,12;12335,46;15430,76;13000,91;14966,09;11827,96;9304,81;15188,38;21761,33;15297,07;20847,85;16526,49;21152,88;11842,02;11324,26;11563,50;10566,50;11717,40;3537,48;4579,85;6858,14;6782,33;5094,88;4604,68;3611,07;6957,93;6070,61;11834,14;22965,79;15397,45;17089,27;6405,62;14404,50;11551,88;9023,47;8372,42;10614,22;7903,26;9391,71;21106,34;15420,31;15477,25;13047,82;15212,90;12641,47;14659,69;10125,50;-;-;4569,68;8117,48;35591,46;21656,16;21878,30;19571,17;13928,19;17311,59;11283,68;10324,42;15208,04;12381,84;11924,59;12971,36;16654,06;15566,51;27203,01;14716,71;23929,27;23513,52;15345,32;12816,23;15803,07;15505,90;12365,46;13808,92;20899,70;19982,27;27809,05;12111,57;19253,06;18202,46;11239,57;17098,48;19582,22;18647,31;13899,18;18642,39;31853,84;18691,49;16866,84;23255,01;26346,64;18821,09;16238,51;10731,70;11704,42;12234,06;9503,84;34608,76;49078,86;2832910,51
